"Plot Title: RSC_INLET"
"#","Date Time, GMT-04:00","Temp, °F (LGR S/N: 10445237, SEN S/N: 10445237)","Sensor Depth, feet (LGR S/N: 10445237)"
1,07/12/17 04:42:00 PM,94.444,
2,07/12/17 04:44:00 PM,93.682,-0.032
3,07/12/17 04:46:00 PM,93.304,-0.026
4,07/12/17 04:48:00 PM,93.304,-0.034
5,07/12/17 04:50:00 PM,93.115,-0.040
6,07/12/17 04:52:00 PM,92.550,-0.043
7,07/12/17 04:54:00 PM,92.363,-0.036
8,07/12/17 04:56:00 PM,91.987,-0.037
9,07/12/17 04:58:00 PM,91.800,-0.033
10,07/12/17 05:00:00 PM,91.612,-0.045
11,07/12/17 05:02:00 PM,91.053,-0.039
12,07/12/17 05:04:00 PM,90.680,-0.034
13,07/12/17 05:06:00 PM,90.309,-0.037
14,07/12/17 05:08:00 PM,90.124,-0.031
15,07/12/17 05:10:00 PM,90.124,-0.043
16,07/12/17 05:12:00 PM,89.938,-0.040
17,07/12/17 05:14:00 PM,89.569,-0.037
18,07/12/17 05:16:00 PM,89.755,-0.039
19,07/12/17 05:18:00 PM,89.569,-0.037
20,07/12/17 05:20:00 PM,89.200,-0.040
21,07/12/17 05:22:00 PM,89.017,-0.041
22,07/12/17 05:24:00 PM,88.833,-0.046
23,07/12/17 05:26:00 PM,88.466,-0.039
24,07/12/17 05:28:00 PM,88.282,-0.035
25,07/12/17 05:30:00 PM,87.915,-0.029
26,07/12/17 05:32:00 PM,87.915,-0.024
27,07/12/17 05:34:00 PM,87.915,-0.035
28,07/12/17 05:36:00 PM,87.733,-0.030
29,07/12/17 05:38:00 PM,87.915,-0.025
30,07/12/17 05:40:00 PM,88.099,-0.034
31,07/12/17 05:42:00 PM,88.282,-0.033
32,07/12/17 05:44:00 PM,88.099,-0.034
33,07/12/17 05:46:00 PM,87.915,-0.028
34,07/12/17 05:48:00 PM,88.099,-0.034
35,07/12/17 05:50:00 PM,88.099,-0.043
36,07/12/17 05:52:00 PM,87.915,-0.031
37,07/12/17 05:54:00 PM,87.733,-0.036
38,07/12/17 05:56:00 PM,87.552,-0.033
39,07/12/17 05:58:00 PM,87.552,-0.037
40,07/12/17 06:00:00 PM,87.368,-0.035
41,07/12/17 06:02:00 PM,87.186,-0.025
42,07/12/17 06:04:00 PM,87.186,-0.032
43,07/12/17 06:06:00 PM,87.368,-0.026
44,07/12/17 06:08:00 PM,87.368,-0.028
45,07/12/17 06:10:00 PM,87.368,-0.028
46,07/12/17 06:12:00 PM,87.186,-0.029
47,07/12/17 06:14:00 PM,87.186,-0.034
48,07/12/17 06:16:00 PM,86.823,-0.030
49,07/12/17 06:18:00 PM,86.641,-0.034
50,07/12/17 06:20:00 PM,86.641,-0.027
51,07/12/17 06:22:00 PM,86.459,-0.036
52,07/12/17 06:24:00 PM,86.459,-0.036
53,07/12/17 06:26:00 PM,86.459,-0.032
54,07/12/17 06:28:00 PM,86.277,-0.027
55,07/12/17 06:30:00 PM,86.097,-0.028
56,07/12/17 06:32:00 PM,85.915,-0.027
57,07/12/17 06:34:00 PM,85.735,-0.029
58,07/12/17 06:36:00 PM,85.554,-0.034
59,07/12/17 06:38:00 PM,85.374,-0.028
60,07/12/17 06:40:00 PM,85.194,-0.037
61,07/12/17 06:42:00 PM,85.014,-0.027
62,07/12/17 06:44:00 PM,85.014,-0.025
63,07/12/17 06:46:00 PM,85.014,-0.030
64,07/12/17 06:48:00 PM,85.194,-0.029
65,07/12/17 06:50:00 PM,85.194,-0.036
66,07/12/17 06:52:00 PM,85.014,-0.027
67,07/12/17 06:54:00 PM,84.834,-0.025
68,07/12/17 06:56:00 PM,84.654,-0.028
69,07/12/17 06:58:00 PM,84.654,-0.030
70,07/12/17 07:00:00 PM,84.654,-0.028
71,07/12/17 07:02:00 PM,84.474,-0.030
72,07/12/17 07:04:00 PM,84.474,-0.033
73,07/12/17 07:06:00 PM,84.295,-0.031
74,07/12/17 07:08:00 PM,84.295,-0.029
75,07/12/17 07:10:00 PM,84.295,-0.021
76,07/12/17 07:12:00 PM,84.295,-0.025
77,07/12/17 07:14:00 PM,84.115,-0.020
78,07/12/17 07:16:00 PM,84.115,-0.028
79,07/12/17 07:18:00 PM,83.935,-0.027
80,07/12/17 07:20:00 PM,83.935,-0.027
81,07/12/17 07:22:00 PM,83.757,-0.032
82,07/12/17 07:24:00 PM,83.757,-0.026
83,07/12/17 07:26:00 PM,83.579,-0.023
84,07/12/17 07:28:00 PM,83.579,-0.023
85,07/12/17 07:30:00 PM,83.399,-0.024
86,07/12/17 07:32:00 PM,83.399,-0.024
87,07/12/17 07:34:00 PM,83.399,-0.024
88,07/12/17 07:36:00 PM,83.221,-0.028
89,07/12/17 07:38:00 PM,83.221,-0.021
90,07/12/17 07:40:00 PM,83.221,-0.028
91,07/12/17 07:42:00 PM,83.221,-0.029
92,07/12/17 07:44:00 PM,83.043,-0.030
93,07/12/17 07:46:00 PM,83.043,-0.031
94,07/12/17 07:48:00 PM,83.043,-0.020
95,07/12/17 07:50:00 PM,83.043,-0.020
96,07/12/17 07:52:00 PM,83.043,-0.023
97,07/12/17 07:54:00 PM,82.864,-0.009
98,07/12/17 07:56:00 PM,82.864,-0.016
99,07/12/17 07:58:00 PM,82.864,-0.018
100,07/12/17 08:00:00 PM,82.864,-0.017
101,07/12/17 08:02:00 PM,82.864,-0.017
102,07/12/17 08:04:00 PM,82.686,-0.016
103,07/12/17 08:06:00 PM,82.686,-0.015
104,07/12/17 08:08:00 PM,82.686,-0.020
105,07/12/17 08:10:00 PM,82.508,-0.012
106,07/12/17 08:12:00 PM,82.508,-0.020
107,07/12/17 08:14:00 PM,82.508,-0.012
108,07/12/17 08:16:00 PM,82.508,-0.014
109,07/12/17 08:18:00 PM,82.508,-0.018
110,07/12/17 08:20:00 PM,82.330,-0.014
111,07/12/17 08:22:00 PM,82.508,-0.018
112,07/12/17 08:24:00 PM,82.508,-0.020
113,07/12/17 08:26:00 PM,82.686,-0.017
114,07/12/17 08:28:00 PM,82.508,-0.017
115,07/12/17 08:30:00 PM,82.508,-0.012
116,07/12/17 08:32:00 PM,82.508,-0.006
117,07/12/17 08:34:00 PM,82.330,-0.015
118,07/12/17 08:36:00 PM,82.330,-0.011
119,07/12/17 08:38:00 PM,82.152,-0.014
120,07/12/17 08:40:00 PM,82.152,-0.014
121,07/12/17 08:42:00 PM,81.975,-0.011
122,07/12/17 08:44:00 PM,81.975,-0.010
123,07/12/17 08:46:00 PM,81.975,-0.014
124,07/12/17 08:48:00 PM,81.797,-0.014
125,07/12/17 08:50:00 PM,81.797,-0.010
126,07/12/17 08:52:00 PM,81.797,-0.014
127,07/12/17 08:54:00 PM,81.797,-0.012
128,07/12/17 08:56:00 PM,81.797,-0.011
129,07/12/17 08:58:00 PM,81.621,-0.019
130,07/12/17 09:00:00 PM,81.621,-0.013
131,07/12/17 09:02:00 PM,81.621,-0.014
132,07/12/17 09:04:00 PM,81.621,-0.013
133,07/12/17 09:06:00 PM,81.621,-0.017
134,07/12/17 09:08:00 PM,81.442,-0.011
135,07/12/17 09:10:00 PM,81.442,-0.008
136,07/12/17 09:12:00 PM,81.442,-0.014
137,07/12/17 09:14:00 PM,81.266,-0.010
138,07/12/17 09:16:00 PM,81.266,-0.014
139,07/12/17 09:18:00 PM,81.266,-0.014
140,07/12/17 09:20:00 PM,81.266,-0.007
141,07/12/17 09:22:00 PM,81.266,-0.013
142,07/12/17 09:24:00 PM,81.266,-0.009
143,07/12/17 09:26:00 PM,81.266,-0.010
144,07/12/17 09:28:00 PM,81.266,-0.001
145,07/12/17 09:30:00 PM,81.266,-0.009
146,07/12/17 09:32:00 PM,81.090,-0.009
147,07/12/17 09:34:00 PM,81.090,-0.009
148,07/12/17 09:36:00 PM,81.090,-0.014
149,07/12/17 09:38:00 PM,81.090,-0.009
150,07/12/17 09:40:00 PM,81.090,-0.009
151,07/12/17 09:42:00 PM,81.090,-0.006
152,07/12/17 09:44:00 PM,81.090,-0.013
153,07/12/17 09:46:00 PM,81.090,-0.018
154,07/12/17 09:48:00 PM,81.090,-0.013
155,07/12/17 09:50:00 PM,81.090,-0.009
156,07/12/17 09:52:00 PM,80.911,-0.009
157,07/12/17 09:54:00 PM,80.911,-0.006
158,07/12/17 09:56:00 PM,80.911,-0.012
159,07/12/17 09:58:00 PM,80.911,-0.011
160,07/12/17 10:00:00 PM,80.911,-0.014
161,07/12/17 10:02:00 PM,80.911,-0.011
162,07/12/17 10:04:00 PM,80.911,-0.007
163,07/12/17 10:06:00 PM,80.911,-0.007
164,07/12/17 10:08:00 PM,80.911,-0.007
165,07/12/17 10:10:00 PM,80.911,-0.008
166,07/12/17 10:12:00 PM,80.911,-0.008
167,07/12/17 10:14:00 PM,80.911,-0.005
168,07/12/17 10:16:00 PM,80.911,-0.005
169,07/12/17 10:18:00 PM,80.911,-0.008
170,07/12/17 10:20:00 PM,80.911,-0.005
171,07/12/17 10:22:00 PM,80.911,-0.010
172,07/12/17 10:24:00 PM,80.911,-0.005
173,07/12/17 10:26:00 PM,80.911,-0.008
174,07/12/17 10:28:00 PM,80.911,-0.014
175,07/12/17 10:30:00 PM,80.911,-0.014
176,07/12/17 10:32:00 PM,80.911,-0.010
177,07/12/17 10:34:00 PM,81.090,-0.007
178,07/12/17 10:36:00 PM,81.090,-0.013
179,07/12/17 10:38:00 PM,81.090,-0.009
180,07/12/17 10:40:00 PM,81.090,-0.009
181,07/12/17 10:42:00 PM,81.090,-0.009
182,07/12/17 10:44:00 PM,81.090,-0.009
183,07/12/17 10:46:00 PM,81.090,-0.002
184,07/12/17 10:48:00 PM,81.090,-0.002
185,07/12/17 10:50:00 PM,81.266,-0.008
186,07/12/17 10:52:00 PM,81.266,-0.002
187,07/12/17 10:54:00 PM,81.266,-0.008
188,07/12/17 10:56:00 PM,81.442,-0.005
189,07/12/17 10:58:00 PM,81.442,-0.004
190,07/12/17 11:00:00 PM,81.442,0.001
191,07/12/17 11:02:00 PM,81.442,-0.004
192,07/12/17 11:04:00 PM,81.442,-0.008
193,07/12/17 11:06:00 PM,81.442,-0.004
194,07/12/17 11:08:00 PM,81.442,-0.009
195,07/12/17 11:10:00 PM,81.621,0.000
196,07/12/17 11:12:00 PM,81.442,-0.004
197,07/12/17 11:14:00 PM,81.442,-0.009
198,07/12/17 11:16:00 PM,81.442,-0.009
199,07/12/17 11:18:00 PM,81.442,-0.001
200,07/12/17 11:20:00 PM,81.266,-0.006
201,07/12/17 11:22:00 PM,81.266,-0.005
202,07/12/17 11:24:00 PM,81.266,-0.003
203,07/12/17 11:26:00 PM,81.266,-0.003
204,07/12/17 11:28:00 PM,81.266,-0.003
205,07/12/17 11:30:00 PM,81.266,-0.008
206,07/12/17 11:32:00 PM,81.090,-0.015
207,07/12/17 11:34:00 PM,81.090,-0.015
208,07/12/17 11:36:00 PM,81.090,-0.015
209,07/12/17 11:38:00 PM,81.090,-0.012
210,07/12/17 11:40:00 PM,81.090,-0.005
211,07/12/17 11:42:00 PM,81.090,-0.010
212,07/12/17 11:44:00 PM,81.090,-0.009
213,07/12/17 11:46:00 PM,81.090,-0.006
214,07/12/17 11:48:00 PM,81.090,-0.014
215,07/12/17 11:50:00 PM,81.090,-0.003
216,07/12/17 11:52:00 PM,81.090,-0.006
217,07/12/17 11:54:00 PM,81.090,0.003
218,07/12/17 11:56:00 PM,81.090,-0.002
219,07/12/17 11:58:00 PM,80.911,-0.002
220,07/13/17 12:00:00 AM,80.911,-0.005
221,07/13/17 12:02:00 AM,80.911,0.002
222,07/13/17 12:04:00 AM,80.911,0.002
223,07/13/17 12:06:00 AM,80.911,-0.002
224,07/13/17 12:08:00 AM,81.090,-0.006
225,07/13/17 12:10:00 AM,81.090,-0.006
226,07/13/17 12:12:00 AM,81.090,-0.006
227,07/13/17 12:14:00 AM,81.090,-0.008
228,07/13/17 12:16:00 AM,81.090,-0.008
229,07/13/17 12:18:00 AM,81.090,-0.004
230,07/13/17 12:20:00 AM,81.090,-0.009
231,07/13/17 12:22:00 AM,81.090,-0.009
232,07/13/17 12:24:00 AM,81.090,-0.013
233,07/13/17 12:26:00 AM,81.090,-0.003
234,07/13/17 12:28:00 AM,81.090,-0.001
235,07/13/17 12:30:00 AM,81.090,-0.010
236,07/13/17 12:32:00 AM,81.090,-0.010
237,07/13/17 12:34:00 AM,81.090,-0.001
238,07/13/17 12:36:00 AM,80.911,-0.006
239,07/13/17 12:38:00 AM,80.911,-0.003
240,07/13/17 12:40:00 AM,80.911,-0.010
241,07/13/17 12:42:00 AM,80.911,-0.006
242,07/13/17 12:44:00 AM,80.911,-0.010
243,07/13/17 12:46:00 AM,80.911,-0.013
244,07/13/17 12:48:00 AM,80.735,-0.004
245,07/13/17 12:50:00 AM,80.911,-0.010
246,07/13/17 12:52:00 AM,80.911,-0.009
247,07/13/17 12:54:00 AM,80.911,-0.001
248,07/13/17 12:56:00 AM,80.735,-0.006
249,07/13/17 12:58:00 AM,80.735,-0.006
250,07/13/17 01:00:00 AM,80.735,-0.001
251,07/13/17 01:02:00 AM,80.735,-0.008
252,07/13/17 01:04:00 AM,80.735,-0.001
253,07/13/17 01:06:00 AM,80.735,-0.008
254,07/13/17 01:08:00 AM,80.911,-0.007
255,07/13/17 01:10:00 AM,80.735,-0.005
256,07/13/17 01:12:00 AM,80.735,-0.012
257,07/13/17 01:14:00 AM,80.911,-0.006
258,07/13/17 01:16:00 AM,80.735,-0.004
259,07/13/17 01:18:00 AM,80.735,-0.007
260,07/13/17 01:20:00 AM,80.735,0.000
261,07/13/17 01:22:00 AM,80.735,-0.005
262,07/13/17 01:24:00 AM,80.735,-0.002
263,07/13/17 01:26:00 AM,80.559,-0.005
264,07/13/17 01:28:00 AM,80.559,-0.005
265,07/13/17 01:30:00 AM,80.559,-0.003
266,07/13/17 01:32:00 AM,80.559,-0.003
267,07/13/17 01:34:00 AM,80.559,0.000
268,07/13/17 01:36:00 AM,80.559,-0.002
269,07/13/17 01:38:00 AM,80.559,-0.002
270,07/13/17 01:40:00 AM,80.559,0.002
271,07/13/17 01:42:00 AM,80.559,-0.002
272,07/13/17 01:44:00 AM,80.382,-0.005
