"Plot Title: RSC_INLET2"
"#","Date Time, GMT-04:00","Temp, °F (LGR S/N: 10445237, SEN S/N: 10445237)","Water Level, feet (LGR S/N: 10445237)"
188,05/28/18 03:06:00 PM,74.791,0.310
189,05/28/18 03:08:00 PM,74.791,0.319
190,05/28/18 03:10:00 PM,74.791,0.309
191,05/28/18 03:12:00 PM,74.791,0.310
192,05/28/18 03:14:00 PM,74.964,0.310
193,05/28/18 03:16:00 PM,74.964,0.307
194,05/28/18 03:18:00 PM,74.964,0.307
195,05/28/18 03:20:00 PM,74.964,0.303
196,05/28/18 03:22:00 PM,74.964,0.300
197,05/28/18 03:24:00 PM,74.964,0.292
198,05/28/18 03:26:00 PM,74.964,0.287
199,05/28/18 03:28:00 PM,74.964,0.285
200,05/28/18 03:30:00 PM,74.964,0.274
201,05/28/18 03:32:00 PM,74.964,0.265
202,05/28/18 03:34:00 PM,74.964,0.263
203,05/28/18 03:36:00 PM,74.964,0.256
204,05/28/18 03:38:00 PM,74.964,0.248
205,05/28/18 03:40:00 PM,74.964,0.243
206,05/28/18 03:42:00 PM,74.791,0.242
207,05/28/18 03:44:00 PM,74.791,0.235
208,05/28/18 03:46:00 PM,74.791,0.236
209,05/28/18 03:48:00 PM,74.791,0.223
210,05/28/18 03:50:00 PM,74.791,0.223
211,05/28/18 03:52:00 PM,74.791,0.220
212,05/28/18 03:54:00 PM,74.791,0.221
213,05/28/18 03:56:00 PM,74.791,0.221
214,05/28/18 03:58:00 PM,74.619,0.224
215,05/28/18 04:00:00 PM,74.619,0.225
216,05/28/18 04:02:00 PM,74.619,0.234
217,05/28/18 04:04:00 PM,74.619,0.223
218,05/28/18 04:06:00 PM,74.619,0.221
219,05/28/18 04:08:00 PM,74.619,0.219
220,05/28/18 04:10:00 PM,74.619,0.219
221,05/28/18 04:12:00 PM,74.619,0.229
222,05/28/18 04:14:00 PM,74.619,0.224
223,05/28/18 04:16:00 PM,74.446,0.216
224,05/28/18 04:18:00 PM,74.446,0.217
225,05/28/18 04:20:00 PM,74.446,0.212
226,05/28/18 04:22:00 PM,74.446,0.209
227,05/28/18 04:24:00 PM,74.446,0.217
228,05/28/18 04:26:00 PM,74.446,0.206
229,05/28/18 04:28:00 PM,74.446,0.203
230,05/28/18 04:30:00 PM,74.446,0.198
231,05/28/18 04:32:00 PM,74.446,0.204
232,05/28/18 04:34:00 PM,74.446,0.201
233,05/28/18 04:36:00 PM,74.446,0.194
234,05/28/18 04:38:00 PM,74.446,0.195
235,05/28/18 04:40:00 PM,74.446,0.195
236,05/28/18 04:42:00 PM,74.446,0.183
237,05/28/18 04:44:00 PM,74.271,0.188
238,05/28/18 04:46:00 PM,74.271,0.197
239,05/28/18 04:48:00 PM,74.271,0.272
240,05/28/18 04:50:00 PM,74.271,0.342
241,05/28/18 04:52:00 PM,74.271,0.344
242,05/28/18 04:54:00 PM,74.271,0.342
243,05/28/18 04:56:00 PM,74.271,0.340
244,05/28/18 04:58:00 PM,74.446,0.347
245,05/28/18 05:00:00 PM,74.446,0.339
246,05/28/18 05:02:00 PM,74.446,0.332
247,05/28/18 05:04:00 PM,74.446,0.325
248,05/28/18 05:06:00 PM,74.619,0.319
249,05/28/18 05:08:00 PM,74.619,0.326
250,05/28/18 05:10:00 PM,74.791,0.323
251,05/28/18 05:12:00 PM,74.791,0.323
252,05/28/18 05:14:00 PM,74.791,0.320
253,05/28/18 05:16:00 PM,74.791,0.314
254,05/28/18 05:18:00 PM,74.964,0.312
255,05/28/18 05:20:00 PM,74.964,0.308
256,05/28/18 05:22:00 PM,74.964,0.308
257,05/28/18 05:24:00 PM,74.964,0.304
258,05/28/18 05:26:00 PM,74.964,0.306
259,05/28/18 05:28:00 PM,74.964,0.306
260,05/28/18 05:30:00 PM,74.964,0.299
261,05/28/18 05:32:00 PM,74.964,0.304
262,05/28/18 05:34:00 PM,74.964,0.297
263,05/28/18 05:36:00 PM,74.964,0.297
264,05/28/18 05:38:00 PM,74.964,0.285
265,05/28/18 05:40:00 PM,74.964,0.286
266,05/28/18 05:42:00 PM,74.964,0.275
267,05/28/18 05:44:00 PM,74.964,0.266
268,05/28/18 05:46:00 PM,74.964,0.259
269,05/28/18 05:48:00 PM,74.964,0.252
270,05/28/18 05:50:00 PM,74.791,0.256
271,05/28/18 05:52:00 PM,74.791,0.240
272,05/28/18 05:54:00 PM,74.791,0.245
273,05/28/18 05:56:00 PM,74.791,0.238
274,05/28/18 05:58:00 PM,74.791,0.226
275,05/28/18 06:00:00 PM,74.791,0.231
276,05/28/18 06:02:00 PM,74.791,0.226
277,05/28/18 06:04:00 PM,74.619,0.220
278,05/28/18 06:06:00 PM,74.619,0.212
279,05/28/18 06:08:00 PM,74.619,0.213
280,05/28/18 06:10:00 PM,74.619,0.205
281,05/28/18 06:12:00 PM,74.619,0.201
282,05/28/18 06:14:00 PM,74.619,0.201
283,05/28/18 06:16:00 PM,74.446,0.198
284,05/28/18 06:18:00 PM,74.446,0.191
285,05/28/18 06:20:00 PM,74.446,0.187
286,05/28/18 06:22:00 PM,74.446,0.185
287,05/28/18 06:24:00 PM,74.446,0.188
288,05/28/18 06:26:00 PM,74.446,0.181
289,05/28/18 06:28:00 PM,74.271,0.180
290,05/28/18 06:30:00 PM,74.271,0.176
291,05/28/18 06:32:00 PM,74.271,0.170
292,05/28/18 06:34:00 PM,74.271,0.172
293,05/28/18 06:36:00 PM,74.271,0.164
294,05/28/18 06:38:00 PM,74.271,0.157
295,05/28/18 06:40:00 PM,74.271,0.155
296,05/28/18 06:42:00 PM,74.271,0.167
297,05/28/18 06:44:00 PM,74.098,0.159
298,05/28/18 06:46:00 PM,74.098,0.155
299,05/28/18 06:48:00 PM,74.098,0.155
300,05/28/18 06:50:00 PM,74.098,0.155
301,05/28/18 06:52:00 PM,74.098,0.159
302,05/28/18 06:54:00 PM,73.926,0.154
303,05/28/18 06:56:00 PM,73.926,0.157
304,05/28/18 06:58:00 PM,73.926,0.156
305,05/28/18 07:00:00 PM,73.926,0.156
306,05/28/18 07:02:00 PM,73.926,0.159
307,05/28/18 07:04:00 PM,73.753,0.158
308,05/28/18 07:06:00 PM,73.753,0.159
309,05/28/18 07:08:00 PM,73.753,0.163
310,05/28/18 07:10:00 PM,73.753,0.159
311,05/28/18 07:12:00 PM,73.753,0.159
312,05/28/18 07:14:00 PM,73.580,0.155
313,05/28/18 07:16:00 PM,73.580,0.156
314,05/28/18 07:18:00 PM,73.580,0.156
315,05/28/18 07:20:00 PM,73.580,0.147
316,05/28/18 07:22:00 PM,73.580,0.156
317,05/28/18 07:24:00 PM,73.580,0.147
318,05/28/18 07:26:00 PM,73.580,0.152
319,05/28/18 07:28:00 PM,73.580,0.150
320,05/28/18 07:30:00 PM,73.580,0.155
321,05/28/18 07:32:00 PM,73.407,0.154
322,05/28/18 07:34:00 PM,73.407,0.154
323,05/28/18 07:36:00 PM,73.407,0.149
324,05/28/18 07:38:00 PM,73.407,0.158
325,05/28/18 07:40:00 PM,73.407,0.154
326,05/28/18 07:42:00 PM,73.407,0.159
327,05/28/18 07:44:00 PM,73.407,0.162
328,05/28/18 07:46:00 PM,73.407,0.157
329,05/28/18 07:48:00 PM,73.407,0.170
330,05/28/18 07:50:00 PM,73.407,0.274
331,05/28/18 07:52:00 PM,73.234,0.340
332,05/28/18 07:54:00 PM,73.234,0.344
333,05/28/18 07:56:00 PM,73.407,0.340
334,05/28/18 07:58:00 PM,73.407,0.333
335,05/28/18 08:00:00 PM,73.234,0.327
336,05/28/18 08:02:00 PM,73.234,0.326
337,05/28/18 08:04:00 PM,73.234,0.331
338,05/28/18 08:06:00 PM,73.234,0.328
339,05/28/18 08:08:00 PM,73.234,0.323
340,05/28/18 08:10:00 PM,73.234,0.319
341,05/28/18 08:12:00 PM,73.407,0.322
342,05/28/18 08:14:00 PM,73.407,0.315
343,05/28/18 08:16:00 PM,73.407,0.315
344,05/28/18 08:18:00 PM,73.407,0.315
345,05/28/18 08:20:00 PM,73.407,0.313
346,05/28/18 08:22:00 PM,73.407,0.309
347,05/28/18 08:24:00 PM,73.580,0.305
348,05/28/18 08:26:00 PM,73.580,0.309
349,05/28/18 08:28:00 PM,73.580,0.309
350,05/28/18 08:30:00 PM,73.580,0.305
351,05/28/18 08:32:00 PM,73.580,0.304
352,05/28/18 08:34:00 PM,73.580,0.314
353,05/28/18 08:36:00 PM,73.580,0.325
354,05/28/18 08:38:00 PM,73.580,0.321
355,05/28/18 08:40:00 PM,73.580,0.328
356,05/28/18 08:42:00 PM,73.580,0.328
357,05/28/18 08:44:00 PM,73.580,0.328
358,05/28/18 08:46:00 PM,73.580,0.323
359,05/28/18 08:48:00 PM,73.580,0.324
360,05/28/18 08:50:00 PM,73.580,0.324
361,05/28/18 08:52:00 PM,73.580,0.319
362,05/28/18 08:54:00 PM,73.580,0.312
363,05/28/18 08:56:00 PM,73.580,0.312
364,05/28/18 08:58:00 PM,73.580,0.322
365,05/28/18 09:00:00 PM,73.580,0.312
366,05/28/18 09:02:00 PM,73.580,0.306
367,05/28/18 09:04:00 PM,73.580,0.308
368,05/28/18 09:06:00 PM,73.580,0.299
369,05/28/18 09:08:00 PM,73.580,0.297
370,05/28/18 09:10:00 PM,73.580,0.288
371,05/28/18 09:12:00 PM,73.407,0.292
372,05/28/18 09:14:00 PM,73.407,0.276
373,05/28/18 09:16:00 PM,73.407,0.285
374,05/28/18 09:18:00 PM,73.407,0.285
375,05/28/18 09:20:00 PM,73.407,0.281
376,05/28/18 09:22:00 PM,73.407,0.285
377,05/28/18 09:24:00 PM,73.407,0.281
378,05/28/18 09:26:00 PM,73.407,0.274
379,05/28/18 09:28:00 PM,73.407,0.278
380,05/28/18 09:30:00 PM,73.407,0.274
381,05/28/18 09:32:00 PM,73.407,0.283
382,05/28/18 09:34:00 PM,73.407,0.275
383,05/28/18 09:36:00 PM,73.407,0.272
384,05/28/18 09:38:00 PM,73.407,0.272
385,05/28/18 09:40:00 PM,73.407,0.268
386,05/28/18 09:42:00 PM,73.407,0.268
387,05/28/18 09:44:00 PM,73.234,0.264
388,05/28/18 09:46:00 PM,73.234,0.260
389,05/28/18 09:48:00 PM,73.234,0.264
390,05/28/18 09:50:00 PM,73.234,0.248
391,05/28/18 09:52:00 PM,73.234,0.244
392,05/28/18 09:54:00 PM,73.234,0.240
393,05/28/18 09:56:00 PM,73.234,0.242
394,05/28/18 09:58:00 PM,73.234,0.240
395,05/28/18 10:00:00 PM,73.234,0.237
396,05/28/18 10:02:00 PM,73.234,0.233
397,05/28/18 10:04:00 PM,73.234,0.231
398,05/28/18 10:06:00 PM,73.234,0.243
399,05/28/18 10:08:00 PM,73.234,0.240
400,05/28/18 10:10:00 PM,73.062,0.232
401,05/28/18 10:12:00 PM,73.062,0.244
402,05/28/18 10:14:00 PM,73.062,0.244
403,05/28/18 10:16:00 PM,73.062,0.244
404,05/28/18 10:18:00 PM,73.062,0.248
405,05/28/18 10:20:00 PM,73.062,0.253
406,05/28/18 10:22:00 PM,73.062,0.252
407,05/28/18 10:24:00 PM,73.062,0.252
408,05/28/18 10:26:00 PM,73.062,0.252
409,05/28/18 10:28:00 PM,73.062,0.246
410,05/28/18 10:30:00 PM,73.062,0.246
411,05/28/18 10:32:00 PM,73.062,0.250
412,05/28/18 10:34:00 PM,73.062,0.241
413,05/28/18 10:36:00 PM,73.062,0.238
414,05/28/18 10:38:00 PM,72.891,0.240
415,05/28/18 10:40:00 PM,72.891,0.240
416,05/28/18 10:42:00 PM,72.891,0.244
417,05/28/18 10:44:00 PM,72.891,0.240
418,05/28/18 10:46:00 PM,72.891,0.237
419,05/28/18 10:48:00 PM,72.891,0.229
420,05/28/18 10:50:00 PM,72.891,0.231
421,05/28/18 10:52:00 PM,72.891,0.231
422,05/28/18 10:54:00 PM,72.891,0.226
423,05/28/18 10:56:00 PM,72.891,0.231
424,05/28/18 10:58:00 PM,72.891,0.227
425,05/28/18 11:00:00 PM,72.891,0.227
426,05/28/18 11:02:00 PM,72.718,0.218
427,05/28/18 11:04:00 PM,72.718,0.214
428,05/28/18 11:06:00 PM,72.718,0.215
429,05/28/18 11:08:00 PM,72.718,0.212
430,05/28/18 11:10:00 PM,72.718,0.215
431,05/28/18 11:12:00 PM,72.718,0.208
432,05/28/18 11:14:00 PM,72.718,0.208
433,05/28/18 11:16:00 PM,72.718,0.205
434,05/28/18 11:18:00 PM,72.718,0.208
435,05/28/18 11:20:00 PM,72.718,0.192
436,05/28/18 11:22:00 PM,72.718,0.201
437,05/28/18 11:24:00 PM,72.718,0.201
438,05/28/18 11:26:00 PM,72.718,0.196
439,05/28/18 11:28:00 PM,72.718,0.196
440,05/28/18 11:30:00 PM,72.718,0.196
441,05/28/18 11:32:00 PM,72.718,0.194
442,05/28/18 11:34:00 PM,72.545,0.197
443,05/28/18 11:36:00 PM,72.545,0.205
444,05/28/18 11:38:00 PM,72.545,0.203
445,05/28/18 11:40:00 PM,72.545,0.207
446,05/28/18 11:42:00 PM,72.545,0.223
447,05/28/18 11:44:00 PM,72.545,0.361
448,05/28/18 11:46:00 PM,72.545,0.393
449,05/28/18 11:48:00 PM,72.545,0.419
450,05/28/18 11:50:00 PM,72.545,0.419
451,05/28/18 11:52:00 PM,72.718,0.410
452,05/28/18 11:54:00 PM,72.891,0.390
453,05/28/18 11:56:00 PM,73.062,0.388
454,05/28/18 11:58:00 PM,73.062,0.373
455,05/29/18 12:00:00 AM,73.062,0.373
456,05/29/18 12:02:00 AM,73.234,0.364
457,05/29/18 12:04:00 AM,73.234,0.357
458,05/29/18 12:06:00 AM,73.234,0.353
459,05/29/18 12:08:00 AM,73.234,0.348
460,05/29/18 12:10:00 AM,73.234,0.345
461,05/29/18 12:12:00 AM,73.234,0.338
462,05/29/18 12:14:00 AM,73.234,0.338
463,05/29/18 12:16:00 AM,73.234,0.334
464,05/29/18 12:18:00 AM,73.234,0.329
465,05/29/18 12:20:00 AM,73.234,0.322
466,05/29/18 12:22:00 AM,73.062,0.319
467,05/29/18 12:24:00 AM,73.062,0.312
468,05/29/18 12:26:00 AM,73.062,0.314
469,05/29/18 12:28:00 AM,73.062,0.314
470,05/29/18 12:30:00 AM,73.062,0.316
471,05/29/18 12:32:00 AM,73.062,0.315
472,05/29/18 12:34:00 AM,73.062,0.308
473,05/29/18 12:36:00 AM,73.062,0.311
474,05/29/18 12:38:00 AM,73.062,0.301
475,05/29/18 12:40:00 AM,73.062,0.304
476,05/29/18 12:42:00 AM,72.891,0.299
477,05/29/18 12:44:00 AM,72.891,0.301
478,05/29/18 12:46:00 AM,72.891,0.296
479,05/29/18 12:48:00 AM,72.891,0.284
480,05/29/18 12:50:00 AM,72.891,0.293
481,05/29/18 12:52:00 AM,72.891,0.288
482,05/29/18 12:54:00 AM,72.891,0.278
483,05/29/18 12:56:00 AM,72.891,0.278
484,05/29/18 12:58:00 AM,72.718,0.274
485,05/29/18 01:00:00 AM,72.718,0.267
486,05/29/18 01:02:00 AM,72.718,0.272
487,05/29/18 01:04:00 AM,72.718,0.269
488,05/29/18 01:06:00 AM,72.718,0.262
489,05/29/18 01:08:00 AM,72.718,0.262
490,05/29/18 01:10:00 AM,72.718,0.262
491,05/29/18 01:12:00 AM,72.718,0.258
492,05/29/18 01:14:00 AM,72.718,0.258
493,05/29/18 01:16:00 AM,72.718,0.258
494,05/29/18 01:18:00 AM,72.718,0.254
495,05/29/18 01:20:00 AM,72.545,0.251
496,05/29/18 01:22:00 AM,72.545,0.242
497,05/29/18 01:24:00 AM,72.545,0.251
498,05/29/18 01:26:00 AM,72.545,0.251
499,05/29/18 01:28:00 AM,72.545,0.244
500,05/29/18 01:30:00 AM,72.545,0.247
501,05/29/18 01:32:00 AM,72.545,0.253
502,05/29/18 01:34:00 AM,72.545,0.255
503,05/29/18 01:36:00 AM,72.545,0.258
504,05/29/18 01:38:00 AM,72.545,0.267
505,05/29/18 01:40:00 AM,72.372,0.276
506,05/29/18 01:42:00 AM,72.372,0.289
507,05/29/18 01:44:00 AM,72.372,0.291
508,05/29/18 01:46:00 AM,72.372,0.294
509,05/29/18 01:48:00 AM,72.372,0.298
510,05/29/18 01:50:00 AM,72.372,0.301
511,05/29/18 01:52:00 AM,72.372,0.301
512,05/29/18 01:54:00 AM,72.372,0.301
513,05/29/18 01:56:00 AM,72.372,0.298
514,05/29/18 01:58:00 AM,72.372,0.296
515,05/29/18 02:00:00 AM,72.372,0.289
516,05/29/18 02:02:00 AM,72.372,0.276
517,05/29/18 02:04:00 AM,72.372,0.282
518,05/29/18 02:06:00 AM,72.199,0.275
519,05/29/18 02:08:00 AM,72.199,0.273
520,05/29/18 02:10:00 AM,72.199,0.270
521,05/29/18 02:12:00 AM,72.199,0.270
522,05/29/18 02:14:00 AM,72.199,0.268
523,05/29/18 02:16:00 AM,72.199,0.264
524,05/29/18 02:18:00 AM,72.199,0.268
525,05/29/18 02:20:00 AM,72.199,0.260
526,05/29/18 02:22:00 AM,72.199,0.260
527,05/29/18 02:24:00 AM,72.199,0.260
528,05/29/18 02:26:00 AM,72.199,0.264
529,05/29/18 02:28:00 AM,72.199,0.268
530,05/29/18 02:30:00 AM,72.199,0.259
531,05/29/18 02:32:00 AM,72.199,0.260
532,05/29/18 02:34:00 AM,72.199,0.263
533,05/29/18 02:36:00 AM,72.199,0.255
534,05/29/18 02:38:00 AM,72.199,0.260
535,05/29/18 02:40:00 AM,72.199,0.259
536,05/29/18 02:42:00 AM,72.199,0.255
537,05/29/18 02:44:00 AM,72.028,0.247
538,05/29/18 02:46:00 AM,72.028,0.247
539,05/29/18 02:48:00 AM,72.028,0.247
540,05/29/18 02:50:00 AM,72.028,0.252
541,05/29/18 02:52:00 AM,72.028,0.252
542,05/29/18 02:54:00 AM,72.028,0.252
543,05/29/18 02:56:00 AM,72.028,0.261
544,05/29/18 02:58:00 AM,72.028,0.252
545,05/29/18 03:00:00 AM,72.028,0.258
546,05/29/18 03:02:00 AM,72.028,0.258
547,05/29/18 03:04:00 AM,72.028,0.253
548,05/29/18 03:06:00 AM,72.028,0.246
