"Plot Title: RSC_well"
"#","Date Time, GMT-04:00","Temp, °F (LGR S/N: 10180301, SEN S/N: 10180301)","Sensor Depth, feet (LGR S/N: 10180301)"
1,10/31/17 03:36:00 PM,67.221,3.227
2,10/31/17 03:38:00 PM,63.111,3.326
3,10/31/17 03:40:00 PM,62.083,3.324
4,10/31/17 03:42:00 PM,61.741,3.328
5,10/31/17 03:44:00 PM,61.569,3.327
6,10/31/17 03:46:00 PM,61.569,3.332
7,10/31/17 03:48:00 PM,61.398,3.332
8,10/31/17 03:50:00 PM,61.398,3.321
9,10/31/17 03:52:00 PM,61.398,3.321
10,10/31/17 03:54:00 PM,61.398,3.326
11,10/31/17 03:56:00 PM,61.398,3.321
12,10/31/17 03:58:00 PM,61.569,3.327
13,10/31/17 04:00:00 PM,61.569,3.321
14,10/31/17 04:02:00 PM,61.569,3.321
15,10/31/17 04:04:00 PM,61.569,3.321
16,10/31/17 04:06:00 PM,61.569,3.319
17,10/31/17 04:08:00 PM,61.569,3.318
18,10/31/17 04:10:00 PM,61.569,3.318
19,10/31/17 04:12:00 PM,61.569,3.317
20,10/31/17 04:14:00 PM,61.741,3.318
21,10/31/17 04:16:00 PM,61.741,3.317
22,10/31/17 04:18:00 PM,61.741,3.323
23,10/31/17 04:20:00 PM,61.741,3.312
24,10/31/17 04:22:00 PM,61.741,3.312
25,10/31/17 04:24:00 PM,61.741,3.317
26,10/31/17 04:26:00 PM,61.741,3.318
27,10/31/17 04:28:00 PM,61.741,3.318
28,10/31/17 04:30:00 PM,61.741,3.317
29,10/31/17 04:32:00 PM,61.741,3.316
30,10/31/17 04:34:00 PM,61.741,3.320
31,10/31/17 04:36:00 PM,61.741,3.313
32,10/31/17 04:38:00 PM,61.741,3.312
33,10/31/17 04:40:00 PM,61.741,3.311
34,10/31/17 04:42:00 PM,61.741,3.312
35,10/31/17 04:44:00 PM,61.912,3.309
36,10/31/17 04:46:00 PM,61.741,3.307
37,10/31/17 04:48:00 PM,61.912,3.311
38,10/31/17 04:50:00 PM,61.741,3.314
39,10/31/17 04:52:00 PM,61.741,3.311
40,10/31/17 04:54:00 PM,61.741,3.311
41,10/31/17 04:56:00 PM,61.741,3.305
42,10/31/17 04:58:00 PM,61.741,3.317
43,10/31/17 05:00:00 PM,61.741,3.312
44,10/31/17 05:02:00 PM,61.741,3.319
45,10/31/17 05:04:00 PM,61.741,3.313
46,10/31/17 05:06:00 PM,61.741,3.315
47,10/31/17 05:08:00 PM,61.741,3.310
48,10/31/17 05:10:00 PM,61.741,3.320
49,10/31/17 05:12:00 PM,61.741,3.310
50,10/31/17 05:14:00 PM,61.741,3.316
51,10/31/17 05:16:00 PM,61.741,3.317
52,10/31/17 05:18:00 PM,61.569,3.316
53,10/31/17 05:20:00 PM,61.569,3.316
