"Plot Title: RSC_INLET2"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 10445237, SEN S/N: 10445237)","Water Level, feet (LGR S/N: 10445237)"
1,01/08/18 03:00:00 PM,46.188,
2,01/08/18 03:02:00 PM,45.286,-0.081
3,01/08/18 03:04:00 PM,42.179,-0.062
4,01/08/18 03:06:00 PM,40.509,-0.065
5,01/08/18 03:08:00 PM,39.196,-0.074
6,01/08/18 03:10:00 PM,38.440,-0.066
7,01/08/18 03:12:00 PM,37.870,-0.073
8,01/08/18 03:14:00 PM,37.488,-0.077
9,01/08/18 03:16:00 PM,36.914,-0.077
10,01/08/18 03:18:00 PM,36.531,-0.075
11,01/08/18 03:20:00 PM,36.145,-0.080
12,01/08/18 03:22:00 PM,35.951,-0.072
13,01/08/18 03:24:00 PM,35.564,-0.081
14,01/08/18 03:26:00 PM,35.370,-0.083
15,01/08/18 03:28:00 PM,35.175,-0.081
16,01/08/18 03:30:00 PM,34.981,-0.078
17,01/08/18 03:32:00 PM,34.786,-0.080
18,01/08/18 03:34:00 PM,34.786,-0.079
19,01/08/18 03:36:00 PM,34.590,-0.081
20,01/08/18 03:38:00 PM,34.590,-0.078
21,01/08/18 03:40:00 PM,34.590,-0.076
22,01/08/18 03:42:00 PM,34.590,-0.076
23,01/08/18 03:44:00 PM,34.394,-0.078
24,01/08/18 03:46:00 PM,34.394,-0.077
25,01/08/18 03:48:00 PM,34.394,-0.080
26,01/08/18 03:50:00 PM,34.198,-0.080
27,01/08/18 03:52:00 PM,34.198,-0.082
28,01/08/18 03:54:00 PM,34.002,-0.080
29,01/08/18 03:56:00 PM,34.002,-0.085
30,01/08/18 03:58:00 PM,34.002,-0.085
31,01/08/18 04:00:00 PM,34.002,-0.080
32,01/08/18 04:02:00 PM,34.002,-0.090
33,01/08/18 04:04:00 PM,34.002,-0.085
34,01/08/18 04:06:00 PM,34.002,-0.082
35,01/08/18 04:08:00 PM,34.002,-0.080
36,01/08/18 04:10:00 PM,33.805,-0.079
37,01/08/18 04:12:00 PM,33.805,-0.086
38,01/08/18 04:14:00 PM,34.002,-0.082
39,01/08/18 04:16:00 PM,34.002,-0.080
40,01/08/18 04:18:00 PM,34.002,-0.080
41,01/08/18 04:20:00 PM,34.002,-0.085
42,01/08/18 04:22:00 PM,34.002,-0.080
43,01/08/18 04:24:00 PM,34.002,-0.079
44,01/08/18 04:26:00 PM,33.805,-0.081
45,01/08/18 04:28:00 PM,33.805,-0.083
46,01/08/18 04:30:00 PM,33.805,-0.085
47,01/08/18 04:32:00 PM,33.805,-0.080
48,01/08/18 04:34:00 PM,33.805,-0.080
49,01/08/18 04:36:00 PM,33.805,-0.085
50,01/08/18 04:38:00 PM,33.805,-0.084
51,01/08/18 04:40:00 PM,33.805,-0.087
52,01/08/18 04:42:00 PM,33.607,-0.087
53,01/08/18 04:44:00 PM,33.607,-0.085
54,01/08/18 04:46:00 PM,33.607,-0.087
55,01/08/18 04:48:00 PM,33.607,-0.080
56,01/08/18 04:50:00 PM,33.411,-0.084
57,01/08/18 04:52:00 PM,33.411,-0.082
58,01/08/18 04:54:00 PM,33.411,-0.083
59,01/08/18 04:56:00 PM,33.411,-0.085
60,01/08/18 04:58:00 PM,33.411,-0.079
61,01/08/18 05:00:00 PM,33.411,-0.087
62,01/08/18 05:02:00 PM,33.411,-0.086
63,01/08/18 05:04:00 PM,33.411,-0.084
64,01/08/18 05:06:00 PM,33.411,-0.084
65,01/08/18 05:08:00 PM,33.213,-0.091
66,01/08/18 05:10:00 PM,33.213,-0.079
67,01/08/18 05:12:00 PM,33.213,-0.084
68,01/08/18 05:14:00 PM,33.213,-0.082
69,01/08/18 05:16:00 PM,33.213,-0.084
