"Plot Title: RSC_INLET2"
"#","Date Time, GMT-04:00","Temp, °F (LGR S/N: 10445237, SEN S/N: 10445237)","Sensor Depth, feet (LGR S/N: 10445237)"
1,05/21/18 11:10:00 AM,74.791,0.223
2,05/21/18 11:12:00 AM,73.062,0.243
3,05/21/18 11:14:00 AM,72.199,0.251
4,05/21/18 11:16:00 AM,71.856,0.253
5,05/21/18 11:18:00 AM,71.512,0.257
6,05/21/18 11:20:00 AM,71.339,0.260
7,05/21/18 11:22:00 AM,71.168,0.266
8,05/21/18 11:24:00 AM,70.995,0.255
9,05/21/18 11:26:00 AM,70.995,0.262
10,05/21/18 11:28:00 AM,70.995,0.259
11,05/21/18 11:30:00 AM,70.995,0.258
12,05/21/18 11:32:00 AM,70.995,0.258
13,05/21/18 11:34:00 AM,70.995,0.257
14,05/21/18 11:36:00 AM,70.995,0.257
15,05/21/18 11:38:00 AM,70.824,0.250
16,05/21/18 11:40:00 AM,70.824,0.260
17,05/21/18 11:42:00 AM,70.824,0.263
18,05/21/18 11:44:00 AM,70.824,0.261
19,05/21/18 11:46:00 AM,70.824,0.255
20,05/21/18 11:48:00 AM,70.824,0.255
21,05/21/18 11:50:00 AM,70.824,0.252
22,05/21/18 11:52:00 AM,70.824,0.254
23,05/21/18 11:54:00 AM,70.824,0.256
24,05/21/18 11:56:00 AM,70.824,0.249
25,05/21/18 11:58:00 AM,70.824,0.251
26,05/21/18 12:00:00 PM,70.995,0.249
27,05/21/18 12:02:00 PM,70.995,0.255
28,05/21/18 12:04:00 PM,70.995,0.258
29,05/21/18 12:06:00 PM,70.995,0.257
30,05/21/18 12:08:00 PM,70.995,0.248
31,05/21/18 12:10:00 PM,70.995,0.251
32,05/21/18 12:12:00 PM,71.168,0.251
33,05/21/18 12:14:00 PM,71.168,0.257
34,05/21/18 12:16:00 PM,71.339,0.255
35,05/21/18 12:18:00 PM,71.339,0.260
36,05/21/18 12:20:00 PM,71.339,0.253
37,05/21/18 12:22:00 PM,71.512,0.250
38,05/21/18 12:24:00 PM,71.512,0.252
39,05/21/18 12:26:00 PM,71.512,0.263
40,05/21/18 12:28:00 PM,71.683,0.257
41,05/21/18 12:30:00 PM,71.683,0.254
42,05/21/18 12:32:00 PM,71.683,0.247
43,05/21/18 12:34:00 PM,71.683,0.248
44,05/21/18 12:36:00 PM,71.856,0.251
45,05/21/18 12:38:00 PM,71.856,0.251
46,05/21/18 12:40:00 PM,71.856,0.257
47,05/21/18 12:42:00 PM,71.856,0.251
48,05/21/18 12:44:00 PM,72.028,0.249
49,05/21/18 12:46:00 PM,72.028,0.253
50,05/21/18 12:48:00 PM,72.028,0.250
51,05/21/18 12:50:00 PM,72.199,0.254
52,05/21/18 12:52:00 PM,72.199,0.256
53,05/21/18 12:54:00 PM,72.372,0.250
54,05/21/18 12:56:00 PM,72.372,0.254
55,05/21/18 12:58:00 PM,72.372,0.247
56,05/21/18 01:00:00 PM,72.372,0.240
57,05/21/18 01:02:00 PM,72.545,0.240
58,05/21/18 01:04:00 PM,72.545,0.245
59,05/21/18 01:06:00 PM,72.545,0.243
60,05/21/18 01:08:00 PM,72.545,0.245
61,05/21/18 01:10:00 PM,72.718,0.246
62,05/21/18 01:12:00 PM,72.718,0.239
63,05/21/18 01:14:00 PM,72.718,0.241
64,05/21/18 01:16:00 PM,72.718,0.237
65,05/21/18 01:18:00 PM,72.891,0.239
66,05/21/18 01:20:00 PM,72.891,0.237
67,05/21/18 01:22:00 PM,72.891,0.244
68,05/21/18 01:24:00 PM,72.891,0.239
69,05/21/18 01:26:00 PM,72.891,0.246
70,05/21/18 01:28:00 PM,73.062,0.238
71,05/21/18 01:30:00 PM,73.062,0.238
72,05/21/18 01:32:00 PM,73.062,0.243
73,05/21/18 01:34:00 PM,73.062,0.239
74,05/21/18 01:36:00 PM,73.062,0.229
75,05/21/18 01:38:00 PM,73.234,0.230
76,05/21/18 01:40:00 PM,73.234,0.233
77,05/21/18 01:42:00 PM,73.234,0.237
78,05/21/18 01:44:00 PM,73.234,0.231
79,05/21/18 01:46:00 PM,73.234,0.230
80,05/21/18 01:48:00 PM,73.062,0.230
81,05/21/18 01:50:00 PM,73.062,0.227
82,05/21/18 01:52:00 PM,73.062,0.232
83,05/21/18 01:54:00 PM,72.891,0.230
84,05/21/18 01:56:00 PM,72.891,0.225
85,05/21/18 01:58:00 PM,72.891,0.230
86,05/21/18 02:00:00 PM,72.891,0.227
87,05/21/18 02:02:00 PM,72.891,0.234
88,05/21/18 02:04:00 PM,73.062,0.234
89,05/21/18 02:06:00 PM,73.234,0.235
90,05/21/18 02:08:00 PM,73.234,0.231
91,05/21/18 02:10:00 PM,73.407,0.223
92,05/21/18 02:12:00 PM,73.407,0.230
93,05/21/18 02:14:00 PM,73.407,0.228
94,05/21/18 02:16:00 PM,73.407,0.230
95,05/21/18 02:18:00 PM,73.407,0.234
96,05/21/18 02:20:00 PM,73.580,0.231
97,05/21/18 02:22:00 PM,73.407,0.225
98,05/21/18 02:24:00 PM,73.407,0.221
99,05/21/18 02:26:00 PM,73.407,0.221
100,05/21/18 02:28:00 PM,73.234,0.220
101,05/21/18 02:30:00 PM,73.062,0.217
102,05/21/18 02:32:00 PM,73.062,0.215
103,05/21/18 02:34:00 PM,72.891,0.216
104,05/21/18 02:36:00 PM,72.891,0.217
105,05/21/18 02:38:00 PM,72.891,0.225
106,05/21/18 02:40:00 PM,72.718,0.222
107,05/21/18 02:42:00 PM,72.718,0.220
108,05/21/18 02:44:00 PM,72.718,0.222
109,05/21/18 02:46:00 PM,72.718,0.223
110,05/21/18 02:48:00 PM,72.718,0.223
111,05/21/18 02:50:00 PM,72.545,0.220
112,05/21/18 02:52:00 PM,72.545,0.220
113,05/21/18 02:54:00 PM,72.545,0.222
114,05/21/18 02:56:00 PM,72.545,0.220
115,05/21/18 02:58:00 PM,72.372,0.218
116,05/21/18 03:00:00 PM,72.372,0.220
117,05/21/18 03:02:00 PM,72.372,0.215
118,05/21/18 03:04:00 PM,72.372,0.222
119,05/21/18 03:06:00 PM,72.372,0.216
120,05/21/18 03:08:00 PM,72.372,0.218
121,05/21/18 03:10:00 PM,72.372,0.216
122,05/21/18 03:12:00 PM,72.199,0.223
123,05/21/18 03:14:00 PM,72.199,0.221
124,05/21/18 03:16:00 PM,72.199,0.221
125,05/21/18 03:18:00 PM,72.199,0.223
126,05/21/18 03:20:00 PM,72.199,0.219
127,05/21/18 03:22:00 PM,72.199,0.221
128,05/21/18 03:24:00 PM,72.199,0.222
129,05/21/18 03:26:00 PM,72.199,0.219
130,05/21/18 03:28:00 PM,72.199,0.220
131,05/21/18 03:30:00 PM,72.199,0.218
132,05/21/18 03:32:00 PM,72.199,0.217
133,05/21/18 03:34:00 PM,72.199,0.221
134,05/21/18 03:36:00 PM,72.199,0.216
135,05/21/18 03:38:00 PM,72.199,0.215
136,05/21/18 03:40:00 PM,72.199,0.213
137,05/21/18 03:42:00 PM,72.199,0.214
138,05/21/18 03:44:00 PM,72.199,0.217
139,05/21/18 03:46:00 PM,72.028,0.211
140,05/21/18 03:48:00 PM,72.028,0.211
141,05/21/18 03:50:00 PM,72.028,0.216
142,05/21/18 03:52:00 PM,72.028,0.210
143,05/21/18 03:54:00 PM,72.028,0.218
144,05/21/18 03:56:00 PM,72.028,0.215
145,05/21/18 03:58:00 PM,71.856,0.217
146,05/21/18 04:00:00 PM,71.856,0.215
147,05/21/18 04:02:00 PM,71.856,0.211
148,05/21/18 04:04:00 PM,71.856,0.218
149,05/21/18 04:06:00 PM,71.856,0.221
150,05/21/18 04:08:00 PM,71.856,0.218
151,05/21/18 04:10:00 PM,71.856,0.218
152,05/21/18 04:12:00 PM,71.856,0.216
153,05/21/18 04:14:00 PM,72.028,0.217
154,05/21/18 04:16:00 PM,71.856,0.239
155,05/21/18 04:18:00 PM,71.856,0.253
156,05/21/18 04:20:00 PM,71.683,0.353
157,05/21/18 04:22:00 PM,72.199,1.312
158,05/21/18 04:24:00 PM,74.791,1.375
159,05/21/18 04:26:00 PM,75.484,1.377
160,05/21/18 04:28:00 PM,75.484,1.286
161,05/21/18 04:30:00 PM,75.484,1.185
162,05/21/18 04:32:00 PM,75.484,1.087
163,05/21/18 04:34:00 PM,75.484,1.010
164,05/21/18 04:36:00 PM,75.484,0.960
165,05/21/18 04:38:00 PM,75.484,0.905
166,05/21/18 04:40:00 PM,75.484,0.868
167,05/21/18 04:42:00 PM,75.484,0.833
168,05/21/18 04:44:00 PM,75.312,0.818
169,05/21/18 04:46:00 PM,75.312,0.823
170,05/21/18 04:48:00 PM,75.312,0.820
171,05/21/18 04:50:00 PM,74.964,0.853
172,05/21/18 04:52:00 PM,74.964,0.870
173,05/21/18 04:54:00 PM,74.964,0.881
174,05/21/18 04:56:00 PM,74.964,0.881
175,05/21/18 04:58:00 PM,74.964,0.873
176,05/21/18 05:00:00 PM,74.964,0.853
177,05/21/18 05:02:00 PM,74.964,0.859
178,05/21/18 05:04:00 PM,74.964,0.837
179,05/21/18 05:06:00 PM,74.964,0.831
180,05/21/18 05:08:00 PM,74.964,0.805
181,05/21/18 05:10:00 PM,74.791,0.807
182,05/21/18 05:12:00 PM,74.791,0.797
183,05/21/18 05:14:00 PM,74.791,0.779
184,05/21/18 05:16:00 PM,74.619,0.779
185,05/21/18 05:18:00 PM,74.619,0.764
186,05/21/18 05:20:00 PM,74.446,0.757
187,05/21/18 05:22:00 PM,74.446,0.743
188,05/21/18 05:24:00 PM,74.271,0.736
189,05/21/18 05:26:00 PM,74.271,0.724
190,05/21/18 05:28:00 PM,74.271,0.717
191,05/21/18 05:30:00 PM,74.098,0.705
192,05/21/18 05:32:00 PM,74.098,0.709
193,05/21/18 05:34:00 PM,74.098,0.699
194,05/21/18 05:36:00 PM,74.098,0.690
195,05/21/18 05:38:00 PM,73.926,0.679
196,05/21/18 05:40:00 PM,73.926,0.676
197,05/21/18 05:42:00 PM,73.926,0.673
198,05/21/18 05:44:00 PM,73.926,0.666
199,05/21/18 05:46:00 PM,73.926,0.661
200,05/21/18 05:48:00 PM,73.926,0.656
201,05/21/18 05:50:00 PM,73.926,0.650
202,05/21/18 05:52:00 PM,73.753,0.649
203,05/21/18 05:54:00 PM,73.753,0.637
204,05/21/18 05:56:00 PM,73.753,0.634
205,05/21/18 05:58:00 PM,73.753,0.628
206,05/21/18 06:00:00 PM,73.753,0.628
207,05/21/18 06:02:00 PM,73.753,0.626
208,05/21/18 06:04:00 PM,73.753,0.616
209,05/21/18 06:06:00 PM,73.753,0.616
210,05/21/18 06:08:00 PM,73.753,0.608
211,05/21/18 06:10:00 PM,73.753,0.599
212,05/21/18 06:12:00 PM,73.753,0.595
213,05/21/18 06:14:00 PM,73.753,0.601
214,05/21/18 06:16:00 PM,73.753,0.596
215,05/21/18 06:18:00 PM,73.753,0.596
216,05/21/18 06:20:00 PM,73.753,0.599
217,05/21/18 06:22:00 PM,73.753,0.593
218,05/21/18 06:24:00 PM,73.753,0.585
219,05/21/18 06:26:00 PM,73.580,0.586
220,05/21/18 06:28:00 PM,73.580,0.581
221,05/21/18 06:30:00 PM,73.580,0.579
222,05/21/18 06:32:00 PM,73.580,0.574
223,05/21/18 06:34:00 PM,73.580,0.578
224,05/21/18 06:36:00 PM,73.580,0.569
225,05/21/18 06:38:00 PM,73.580,0.564
226,05/21/18 06:40:00 PM,73.580,0.564
227,05/21/18 06:42:00 PM,73.580,0.568
228,05/21/18 06:44:00 PM,73.580,0.559
229,05/21/18 06:46:00 PM,73.580,0.561
230,05/21/18 06:48:00 PM,73.580,0.561
231,05/21/18 06:50:00 PM,73.580,0.559
232,05/21/18 06:52:00 PM,73.407,0.554
233,05/21/18 06:54:00 PM,73.407,0.551
234,05/21/18 06:56:00 PM,73.407,0.558
235,05/21/18 06:58:00 PM,73.407,0.554
236,05/21/18 07:00:00 PM,73.407,0.551
237,05/21/18 07:02:00 PM,73.407,0.554
238,05/21/18 07:04:00 PM,73.407,0.550
239,05/21/18 07:06:00 PM,73.407,0.546
240,05/21/18 07:08:00 PM,73.407,0.544
241,05/21/18 07:10:00 PM,73.407,0.544
242,05/21/18 07:12:00 PM,73.407,0.542
243,05/21/18 07:14:00 PM,73.407,0.544
244,05/21/18 07:16:00 PM,73.407,0.537
245,05/21/18 07:18:00 PM,73.234,0.542
246,05/21/18 07:20:00 PM,73.234,0.546
247,05/21/18 07:22:00 PM,73.234,0.535
248,05/21/18 07:24:00 PM,73.234,0.540
249,05/21/18 07:26:00 PM,73.234,0.538
250,05/21/18 07:28:00 PM,73.234,0.529
251,05/21/18 07:30:00 PM,73.234,0.538
252,05/21/18 07:32:00 PM,73.234,0.548
253,05/21/18 07:34:00 PM,73.234,0.539
254,05/21/18 07:36:00 PM,73.234,0.537
255,05/21/18 07:38:00 PM,73.234,0.542
256,05/21/18 07:40:00 PM,73.234,0.537
257,05/21/18 07:42:00 PM,73.234,0.535
258,05/21/18 07:44:00 PM,73.234,0.540
259,05/21/18 07:46:00 PM,73.062,0.539
260,05/21/18 07:48:00 PM,73.062,0.537
261,05/21/18 07:50:00 PM,73.062,0.539
262,05/21/18 07:52:00 PM,73.062,0.530
263,05/21/18 07:54:00 PM,73.062,0.530
264,05/21/18 07:56:00 PM,73.062,0.530
265,05/21/18 07:58:00 PM,73.062,0.528
266,05/21/18 08:00:00 PM,73.062,0.526
267,05/21/18 08:02:00 PM,73.062,0.531
268,05/21/18 08:04:00 PM,73.062,0.533
269,05/21/18 08:06:00 PM,73.062,0.534
270,05/21/18 08:08:00 PM,72.891,0.529
271,05/21/18 08:10:00 PM,72.891,0.528
272,05/21/18 08:12:00 PM,72.891,0.520
273,05/21/18 08:14:00 PM,72.891,0.529
274,05/21/18 08:16:00 PM,72.891,0.525
275,05/21/18 08:18:00 PM,72.891,0.530
276,05/21/18 08:20:00 PM,72.891,0.521
277,05/21/18 08:22:00 PM,72.718,0.528
278,05/21/18 08:24:00 PM,72.718,0.525
279,05/21/18 08:26:00 PM,72.718,0.522
