"Plot Title: MRSC_dryout"
"#","Date Time, GMT-04:00","Temp, °F (LGR S/N: 9695471, SEN S/N: 9695471)","Sensor Depth, feet (LGR S/N: 9695471)"
1,05/28/18 08:42:00 AM,76.006,
2,05/28/18 08:44:00 AM,74.098,
3,05/28/18 08:46:00 AM,71.512,
4,05/28/18 08:48:00 AM,70.995,
5,05/28/18 08:50:00 AM,70.651,
6,05/28/18 08:52:00 AM,70.651,1.824
7,05/28/18 08:54:00 AM,70.480,1.817
8,05/28/18 08:56:00 AM,70.480,1.813
9,05/28/18 08:58:00 AM,70.480,1.810
10,05/28/18 09:00:00 AM,70.480,1.815
11,05/28/18 09:02:00 AM,70.480,1.815
12,05/28/18 09:04:00 AM,70.480,1.815
13,05/28/18 09:06:00 AM,70.480,1.806
14,05/28/18 09:08:00 AM,70.480,1.811
15,05/28/18 09:10:00 AM,70.308,1.815
16,05/28/18 09:12:00 AM,70.480,1.821
17,05/28/18 09:14:00 AM,70.308,1.815
18,05/28/18 09:16:00 AM,70.308,1.810
19,05/28/18 09:18:00 AM,70.308,1.810
20,05/28/18 09:20:00 AM,70.308,1.820
21,05/28/18 09:22:00 AM,70.308,1.815
22,05/28/18 09:24:00 AM,70.308,1.814
23,05/28/18 09:26:00 AM,70.308,1.819
24,05/28/18 09:28:00 AM,70.308,1.814
25,05/28/18 09:30:00 AM,70.308,1.819
26,05/28/18 09:32:00 AM,70.308,1.812
27,05/28/18 09:34:00 AM,70.308,1.812
28,05/28/18 09:36:00 AM,70.308,1.823
29,05/28/18 09:38:00 AM,70.308,1.813
30,05/28/18 09:40:00 AM,70.308,1.816
31,05/28/18 09:42:00 AM,70.308,1.816
32,05/28/18 09:44:00 AM,70.308,1.809
33,05/28/18 09:46:00 AM,70.308,1.809
34,05/28/18 09:48:00 AM,70.308,1.815
35,05/28/18 09:50:00 AM,70.308,1.818
36,05/28/18 09:52:00 AM,70.308,1.817
37,05/28/18 09:54:00 AM,70.308,1.812
38,05/28/18 09:56:00 AM,70.308,1.811
39,05/28/18 09:58:00 AM,70.308,1.809
40,05/28/18 10:00:00 AM,70.308,1.809
41,05/28/18 10:02:00 AM,70.308,1.813
42,05/28/18 10:04:00 AM,70.308,1.812
43,05/28/18 10:06:00 AM,70.308,1.812
44,05/28/18 10:08:00 AM,70.308,1.810
45,05/28/18 10:10:00 AM,70.308,1.814
46,05/28/18 10:12:00 AM,70.308,1.808
47,05/28/18 10:14:00 AM,70.308,1.812
48,05/28/18 10:16:00 AM,70.308,1.811
49,05/28/18 10:18:00 AM,70.308,1.815
50,05/28/18 10:20:00 AM,70.308,1.809
51,05/28/18 10:22:00 AM,70.308,1.808
52,05/28/18 10:24:00 AM,70.308,1.812
53,05/28/18 10:26:00 AM,70.308,1.805
